"recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend"
8,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
3,"2) $100 - $200",177.36,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
7,"6) $750 - $1,000",770.87,1,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
7,"1) $0 - $100",63.95,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
7,"3) $200 - $350",348.44,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
11,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
3,"3) $200 - $350",211.88,1,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
9,"2) $100 - $200",129.46,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
11,"2) $100 - $200",189.23,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
10,"2) $100 - $200",149.31,0,1,"Rural",1,"Phone","Womens E-Mail",0,0,0
4,"3) $200 - $350",218.92,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0
3,"2) $100 - $200",109.34,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
2,"1) $0 - $100",32.18,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
3,"3) $200 - $350",297.33,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
5,"5) $500 - $750",728.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
9,"4) $350 - $500",483.16,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0
6,"3) $200 - $350",265.61,0,1,"Surburban",1,"Multichannel","Womens E-Mail",1,1,42.66
4,"2) $100 - $200",184.47,1,0,"Rural",0,"Phone","Womens E-Mail",0,0,0
8,"1) $0 - $100",69.67,1,0,"Rural",1,"Web","Womens E-Mail",0,0,0
1,"7) $1,000 +",1873.15,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
1,"2) $100 - $200",101.99,0,1,"Surburban",0,"Web","Womens E-Mail",1,1,29.99
1,"1) $0 - $100",89.59,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
4,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",69.9,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
9,"3) $200 - $350",302.52,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
8,"1) $0 - $100",34.8,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
8,"3) $200 - $350",244.94,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"4) $350 - $500",452.72,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
1,"4) $350 - $500",386.11,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
9,"3) $200 - $350",205.33,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
1,"5) $500 - $750",629.85,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0
9,"1) $0 - $100",64.09,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
4,"2) $100 - $200",162.56,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
9,"4) $350 - $500",383.77,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0
11,"2) $100 - $200",143.65,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
12,"1) $0 - $100",63.28,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
6,"2) $100 - $200",108.83,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"4) $350 - $500",489.29,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
2,"2) $100 - $200",199.97,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"2) $100 - $200",103.44,0,1,"Rural",1,"Web","Womens E-Mail",1,0,0
9,"2) $100 - $200",199.38,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",80.65,0,1,"Surburban",1,"Web","Womens E-Mail",1,0,0
3,"1) $0 - $100",66.47,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
6,"5) $500 - $750",528.03,1,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
10,"5) $500 - $750",507.15,0,1,"Rural",1,"Web","Womens E-Mail",0,0,0
12,"1) $0 - $100",90.15,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
1,"5) $500 - $750",567.13,0,1,"Rural",1,"Phone","Womens E-Mail",0,0,0
1,"5) $500 - $750",681.12,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
2,"4) $350 - $500",378.5,0,1,"Urban",0,"Web","Mens E-Mail",1,1,80.58
6,"2) $100 - $200",179.51,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
8,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"7) $1,000 +",1515.82,1,1,"Surburban",1,"Multichannel","Womens E-Mail",1,1,499
10,"3) $200 - $350",317.16,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
10,"5) $500 - $750",599.06,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",89.96,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
11,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",47.98,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
8,"2) $100 - $200",135.67,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
11,"5) $500 - $750",504.86,1,0,"Rural",1,"Multichannel","Womens E-Mail",0,0,0
1,"6) $750 - $1,000",904.58,0,1,"Surburban",1,"Phone","Womens E-Mail",1,0,0
11,"3) $200 - $350",312.41,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
7,"3) $200 - $350",251.05,1,0,"Surburban",0,"Multichannel","Womens E-Mail",1,0,0
1,"1) $0 - $100",30.01,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
12,"1) $0 - $100",36.67,0,1,"Urban",0,"Web","Mens E-Mail",1,1,195.83
12,"1) $0 - $100",49.27,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
1,"5) $500 - $750",563.7,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
6,"3) $200 - $350",265.2,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
11,"3) $200 - $350",206.97,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
7,"7) $1,000 +",1222.53,1,1,"Rural",1,"Phone","Mens E-Mail",1,0,0
5,"1) $0 - $100",67.55,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
9,"2) $100 - $200",108.59,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",153.17,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0
9,"1) $0 - $100",40.16,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
12,"2) $100 - $200",145.27,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
1,"5) $500 - $750",745.63,1,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
6,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
8,"6) $750 - $1,000",772.55,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
7,"2) $100 - $200",115.07,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
3,"3) $200 - $350",248.26,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
6,"1) $0 - $100",65.1,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
1,"5) $500 - $750",585.14,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
9,"3) $200 - $350",297.59,0,1,"Surburban",1,"Phone","Mens E-Mail",1,1,118.39
7,"4) $350 - $500",409.76,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
9,"1) $0 - $100",60.15,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",87,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
11,"3) $200 - $350",297.25,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
5,"2) $100 - $200",150.06,1,0,"Rural",1,"Web","Womens E-Mail",0,0,0
3,"5) $500 - $750",708.62,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
2,"5) $500 - $750",531.69,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"5) $500 - $750",737.33,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
12,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
6,"7) $1,000 +",1292.1,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
11,"3) $200 - $350",272.89,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
4,"3) $200 - $350",302.86,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
11,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
7,"6) $750 - $1,000",758.59,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
4,"2) $100 - $200",174.55,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
6,"3) $200 - $350",334.34,0,1,"Rural",0,"Multichannel","Mens E-Mail",1,0,0
12,"2) $100 - $200",108.83,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0
10,"3) $200 - $350",319.45,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",102.82,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",189.02,0,1,"Rural",1,"Phone","Womens E-Mail",0,0,0
4,"5) $500 - $750",739.84,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
4,"1) $0 - $100",85.64,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
6,"2) $100 - $200",161.43,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0
10,"1) $0 - $100",51.33,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
2,"2) $100 - $200",159.22,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",163.8,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",147.81,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
5,"2) $100 - $200",168.93,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
6,"7) $1,000 +",1462.5,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
11,"3) $200 - $350",322.87,0,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
7,"5) $500 - $750",508.18,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
1,"6) $750 - $1,000",806.91,1,1,"Surburban",1,"Multichannel","Womens E-Mail",1,0,0
6,"4) $350 - $500",447.01,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
9,"2) $100 - $200",174.11,1,0,"Surburban",0,"Phone","Womens E-Mail",1,0,0
5,"1) $0 - $100",30.59,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
1,"4) $350 - $500",352.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
3,"1) $0 - $100",54.79,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",54.14,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
3,"2) $100 - $200",104,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
2,"1) $0 - $100",50.37,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
2,"2) $100 - $200",186.51,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
9,"4) $350 - $500",433.89,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
2,"1) $0 - $100",44.37,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
1,"5) $500 - $750",539.96,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
9,"5) $500 - $750",646.2,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
1,"5) $500 - $750",585.22,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
2,"3) $200 - $350",202.92,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",78.57,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
1,"5) $500 - $750",735.63,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
9,"2) $100 - $200",162.44,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
10,"3) $200 - $350",226.15,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
9,"2) $100 - $200",179.43,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
6,"5) $500 - $750",549.78,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",61.08,0,1,"Rural",0,"Web","Womens E-Mail",1,1,70.85
4,"3) $200 - $350",316.87,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
2,"3) $200 - $350",210.51,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0
9,"3) $200 - $350",301.15,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0
9,"2) $100 - $200",127.38,1,0,"Surburban",0,"Web","Womens E-Mail",1,0,0
9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
11,"3) $200 - $350",262.78,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
11,"1) $0 - $100",92.28,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
4,"3) $200 - $350",209.79,0,1,"Rural",0,"Multichannel","Mens E-Mail",1,0,0
3,"1) $0 - $100",34.22,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
1,"2) $100 - $200",163.58,0,1,"Urban",0,"Web","Womens E-Mail",1,0,0
11,"2) $100 - $200",184.17,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
7,"2) $100 - $200",151.91,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
1,"2) $100 - $200",148.57,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
2,"3) $200 - $350",200.23,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
5,"5) $500 - $750",663.14,1,1,"Surburban",1,"Multichannel","Womens E-Mail",1,0,0
4,"4) $350 - $500",383.9,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
8,"3) $200 - $350",212.27,0,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
6,"1) $0 - $100",97.9,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
7,"3) $200 - $350",208.25,0,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
12,"1) $0 - $100",88.65,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",64.55,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
2,"4) $350 - $500",454.04,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
7,"2) $100 - $200",157.63,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",119.63,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
3,"2) $100 - $200",138.44,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
3,"4) $350 - $500",351.2,1,0,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
2,"4) $350 - $500",458.41,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0
5,"2) $100 - $200",135.64,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
9,"2) $100 - $200",158.91,1,0,"Rural",1,"Web","Womens E-Mail",1,0,0
1,"4) $350 - $500",478.49,0,1,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
11,"2) $100 - $200",138.08,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"5) $500 - $750",525.42,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
1,"3) $200 - $350",303.34,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0
5,"1) $0 - $100",50.63,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",38.9,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
6,"3) $200 - $350",333.21,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
2,"5) $500 - $750",584.37,1,0,"Urban",1,"Multichannel","Mens E-Mail",1,0,0
6,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",53.42,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"3) $200 - $350",306.21,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
4,"1) $0 - $100",72.38,1,0,"Rural",1,"Web","Womens E-Mail",1,0,0
3,"2) $100 - $200",163.76,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
6,"2) $100 - $200",178.37,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0
2,"5) $500 - $750",675.88,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",161.65,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
11,"5) $500 - $750",568.56,1,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
2,"3) $200 - $350",269.13,0,1,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
7,"3) $200 - $350",340.72,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
9,"2) $100 - $200",100.86,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
3,"7) $1,000 +",1118.27,1,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
2,"3) $200 - $350",214.95,0,1,"Rural",1,"Web","Womens E-Mail",0,0,0
11,"2) $100 - $200",143.91,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
6,"3) $200 - $350",263.84,0,1,"Rural",1,"Web","Womens E-Mail",1,0,0
2,"3) $200 - $350",243.5,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
8,"1) $0 - $100",58.28,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
3,"3) $200 - $350",222.8,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
6,"2) $100 - $200",105.87,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
3,"3) $200 - $350",244.64,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
12,"1) $0 - $100",49.5,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
7,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
7,"1) $0 - $100",56.46,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
10,"3) $200 - $350",300.6,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",215.23,1,0,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
8,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Womens E-Mail",1,0,0
2,"5) $500 - $750",518.53,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0
3,"4) $350 - $500",454,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
1,"7) $1,000 +",1311.69,1,1,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
1,"6) $750 - $1,000",817.36,1,1,"Urban",1,"Phone","Womens E-Mail",1,0,0
10,"3) $200 - $350",246.4,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"4) $350 - $500",406.33,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
11,"1) $0 - $100",98.05,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"2) $100 - $200",186.69,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
8,"3) $200 - $350",286.25,0,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
8,"2) $100 - $200",194.81,1,0,"Urban",1,"Web","Womens E-Mail",1,1,184.71
10,"1) $0 - $100",33.57,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
9,"2) $100 - $200",140.33,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
1,"4) $350 - $500",382.15,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0
5,"1) $0 - $100",63.2,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0
3,"2) $100 - $200",123.2,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
1,"4) $350 - $500",485.53,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"4) $350 - $500",398.71,1,0,"Rural",0,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",46.56,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
2,"7) $1,000 +",2080.78,1,1,"Rural",1,"Phone","Womens E-Mail",0,0,0
2,"2) $100 - $200",180.48,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
7,"2) $100 - $200",139.53,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",209.02,0,1,"Rural",0,"Multichannel","Womens E-Mail",0,0,0
1,"3) $200 - $350",305.09,1,1,"Surburban",0,"Phone","Womens E-Mail",1,0,0
2,"4) $350 - $500",424.44,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",138.11,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"6) $750 - $1,000",804.15,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0
11,"1) $0 - $100",85.29,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
4,"3) $200 - $350",307.66,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0
11,"2) $100 - $200",123.25,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
3,"3) $200 - $350",261.43,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
5,"5) $500 - $750",746.6,1,0,"Surburban",1,"Multichannel","Womens E-Mail",1,0,0
1,"7) $1,000 +",1486.31,1,1,"Surburban",1,"Phone","Womens E-Mail",1,0,0
1,"2) $100 - $200",143.84,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
9,"2) $100 - $200",152.55,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
9,"3) $200 - $350",314.36,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
6,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
6,"1) $0 - $100",54.41,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
9,"5) $500 - $750",718.97,0,1,"Rural",1,"Multichannel","Mens E-Mail",0,0,0
6,"1) $0 - $100",56.14,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",335.08,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",110.84,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",312.03,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
5,"3) $200 - $350",258.91,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0
2,"2) $100 - $200",101.67,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"2) $100 - $200",114.68,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",82.25,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
8,"1) $0 - $100",37.74,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",46.51,1,0,"Rural",1,"Web","Womens E-Mail",0,0,0
5,"3) $200 - $350",207.31,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",99.39,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
2,"2) $100 - $200",198.17,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
7,"3) $200 - $350",213.26,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
12,"2) $100 - $200",159.93,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",70.91,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
8,"3) $200 - $350",287.06,0,1,"Urban",0,"Phone","Womens E-Mail",1,1,29.99
9,"2) $100 - $200",173.88,0,1,"Surburban",0,"Phone","Mens E-Mail",1,1,58.13
9,"4) $350 - $500",428.99,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
8,"4) $350 - $500",492.53,1,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
1,"1) $0 - $100",81.12,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0
11,"1) $0 - $100",59.11,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
2,"6) $750 - $1,000",836.65,1,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
10,"1) $0 - $100",56.6,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
7,"3) $200 - $350",221.71,0,1,"Rural",1,"Web","Womens E-Mail",0,0,0
6,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
5,"3) $200 - $350",320.43,1,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
4,"3) $200 - $350",222.32,1,1,"Surburban",1,"Web","Womens E-Mail",1,0,0
1,"3) $200 - $350",249.24,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
10,"4) $350 - $500",398.03,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
2,"2) $100 - $200",122.01,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
11,"1) $0 - $100",87.52,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"3) $200 - $350",283.63,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
4,"2) $100 - $200",116.37,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",175.21,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
11,"1) $0 - $100",82.57,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0
2,"5) $500 - $750",725.51,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
10,"4) $350 - $500",363.14,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
