hour	h.choice income	age	edu	n1	n2	n3	race	home	lur
0	1	 350	60	8	0	0	0	1	1	5
1984	5	 157	54	12	0	0	0	1	1	5
0	1	 234	43	5	2	0	0	1	0	7
2133	5	 203	29	10	1	1	0	0	1	8
2000	5	 340	27	8	1	1	0	0	1	8
804	3	 40	26	12	1	1	0	1	0	5
0	1	 433	63	12	0	0	0	1	1	8
1952	5	 181	39	14	0	3	1	0	1	6
1984	5	 52	39	12	0	0	0	1	1	4
2020	5	 501	45	12	0	0	1	1	0	3
2440	6	 160	21	13	0	0	0	1	0	3
0	1	 320	28	12	1	1	0	1	1	7
1383	4	 329	24	13	1	0	0	1	0	7
0	1	 535	62	12	0	0	0	1	1	7
1437	4	 462	39	16	0	2	0	1	1	2
1798	5	 291	34	17	1	1	0	1	0	7
0	1	 71	24	10	3	0	0	1	0	8
1840	5	 312	38	14	0	0	2	1	1	8
1950	5	 120	27	12	0	1	0	1	1	9
2000	5	 205	33	13	0	1	0	1	1	5
2120	5	 270	31	15	0	0	0	1	0	6
872	3	 255	46	16	0	2	0	0	1	4
1665	4	 309	31	16	1	0	0	0	1	4
0	1	 156	38	12	0	2	0	0	1	4
2151	5	 177	32	16	0	1	1	0	1	6
0	1	 286	61	13	0	0	0	0	1	6
1724	4	 510	40	14	1	1	0	0	1	6
1211	3	 295	26	12	1	1	0	0	1	5
1792	5	 302	49	9	0	0	0	1	1	5
0	1	 130	31	12	1	1	0	1	1	5
2047	5	 349	34	12	0	1	1	0	1	4
1908	5	 352	40	16	0	2	0	0	1	4
126	2	 63	63	12	0	0	0	0	0	12
1510	4	 180	33	12	0	2	0	1	0	6
0	1	 1070	55	14	0	0	0	0	1	3
2046	5	 80	53	17	0	0	0	1	0	5
0	1	 79	59	7	1	0	1	1	0	9
2000	5	 270	36	12	1	1	1	1	1	9
448	2	 55	34	8	0	1	0	1	0	9
0	1	 143	34	12	1	1	0	0	1	17
0	1	 240	36	6	0	2	0	1	1	4
1795	5	 326	38	10	0	0	1	1	0	4
688	2	 136	33	12	0	2	0	1	0	3
0	1	 224	50	11	0	1	0	0	1	6
772	3	 110	28	10	0	3	0	1	0	6
1416	4	 29	61	5	0	0	0	1	1	6
223	2	 121	24	12	1	0	0	1	1	5
0	1	 80	28	12	1	1	0	1	0	10
2145	5	 48	30	12	0	0	0	1	0	9
1968	5	 230	33	12	1	0	0	1	0	6
0	1	 132	26	12	0	1	0	0	0	10
0	1	 371	32	12	0	2	0	0	1	10
0	1	 350	25	13	1	0	0	0	0	10
1868	5	 81	52	12	0	0	0	0	0	5
52	2	 201	29	13	1	0	0	0	1	5
1188	3	 372	35	14	1	1	0	0	1	4
820	3	 541	37	13	0	2	0	0	1	5
0	1	 207	26	12	1	1	0	0	0	5
3456	6	 6	50	12	0	0	0	0	0	5
2160	5	 310	32	10	0	0	0	0	1	5
0	1	 522	36	12	1	1	0	0	1	5
0	1	 166	57	7	0	0	0	1	0	7
0	1	 59	24	10	3	1	0	1	0	7
1016	3	 172	26	12	1	0	0	1	0	7
1141	3	 185	28	12	2	1	0	1	1	7
2860	6	 20	51	11	0	0	0	1	0	7
1976	5	 11	31	16	1	1	0	1	0	7
0	1	 300	31	12	2	0	0	0	1	8
2156	5	 280	34	16	2	0	0	1	1	6
0	1	 192	52	12	0	0	0	0	1	4
0	1	 190	26	13	2	0	0	1	0	6
0	1	 70	24	12	2	0	0	1	0	4
208	2	 100	22	12	2	0	0	1	0	4
0	1	 161	39	12	0	1	2	1	1	4
2040	5	 320	33	17	0	0	0	1	1	3
0	1	 201	55	12	0	1	0	1	1	4
1936	5	 230	33	13	2	0	0	1	1	3
2000	5	 223	31	11	0	2	1	1	1	4
0	1	 109	61	8	0	0	0	1	1	4
2068	5	 300	35	14	0	1	1	1	0	3
1996	5	 193	34	14	0	1	1	1	1	5
0	1	 345	53	12	0	0	0	0	1	4
2060	5	 151	27	13	0	0	0	0	1	5
1984	5	 151	33	10	0	1	0	1	1	3
172	2	 61	26	12	0	0	0	1	1	4
0	1	 129	29	11	1	2	0	1	0	3
2030	5	 93	24	12	0	0	0	1	0	3
2538	6	 134	26	12	1	1	0	1	1	4
1800	5	 328	33	12	2	0	0	1	1	4
0	1	 166	24	12	3	0	0	1	0	4
1616	4	 183	34	12	1	3	0	1	1	4
1920	5	 60	35	12	0	0	1	1	1	4
1999	5	 86	57	12	0	0	0	0	1	4
0	1	 97	63	6	0	0	0	1	1	4
2000	5	 130	36	12	0	1	2	1	1	4
1840	5	 180	28	15	1	0	0	1	0	4
2032	5	 236	26	12	1	0	0	0	1	4
105	2	 383	29	12	1	1	0	0	1	4
1631	4	 135	34	10	0	1	2	1	0	4
960	3	 69	33	10	0	0	0	1	1	4
2040	5	 200	30	12	0	0	0	0	1	4
0	1	 131	19	12	1	0	0	0	0	5
2200	5	 301	34	13	0	1	1	0	1	4
2040	5	 210	31	10	1	3	0	0	1	4
2040	5	 269	52	10	0	0	0	0	1	4
0	1	 332	28	12	1	1	0	0	1	4
1664	4	 185	20	9	1	0	0	0	0	4
0	1	 571	55	11	0	0	0	0	1	3
0	1	 78	25	12	0	0	0	1	0	6
1920	5	 255	40	10	1	0	0	1	1	6
0	1	 55	48	8	0	0	0	1	1	7
0	1	 88	20	11	0	0	0	0	0	7
2245	5	 237	41	12	0	0	1	0	1	8
1296	4	 280	31	12	0	1	0	0	1	7
0	1	 211	36	12	1	0	0	1	1	4
1064	3	 20	44	15	0	2	1	1	1	4
0	1	 328	63	10	0	0	0	1	1	4
645	2	 332	37	12	0	2	1	0	1	4
1836	5	 387	33	12	0	3	0	1	1	4
1596	4	 213	35	12	0	3	0	1	1	4
1960	5	 190	34	12	1	2	0	1	1	4
1708	4	 505	58	11	0	2	0	1	1	4
0	1	 160	30	12	0	1	0	1	1	4
0	1	 158	28	12	1	2	0	1	0	4
216	2	 120	20	14	1	0	0	1	0	4
2050	5	 220	26	14	2	0	0	1	1	4
1236	3	 187	19	11	2	1	0	1	0	4
1348	4	 126	42	11	0	1	0	1	0	4
1935	5	 80	39	12	0	0	0	1	1	4
1928	5	 165	64	10	0	1	0	1	1	4
1016	3	 110	34	15	2	1	0	1	0	3
434	2	 140	38	14	1	2	0	1	0	4
2558	6	 4	51	11	0	0	0	1	1	6
1297	4	 160	32	12	1	2	0	1	1	5
2000	5	 114	28	12	1	2	0	1	1	6
1568	4	 18	28	12	1	2	0	1	0	6
1560	4	 65	24	14	1	0	0	1	1	6
2008	5	 160	24	12	1	0	0	1	0	6
1760	5	 130	31	16	1	0	0	1	0	6
1720	4	 108	29	16	1	1	0	1	1	5
2318	6	 132	45	14	0	0	1	1	1	6
1960	5	 130	29	16	1	0	0	1	1	6
1766	5	 90	32	10	1	1	1	1	1	6
1896	5	 178	28	12	0	0	0	1	1	6
0	1	 55	28	10	0	0	0	1	0	6
0	1	 642	50	9	0	1	1	1	1	8
0	1	 166	21	12	2	0	0	0	0	8
0	1	 243	31	12	1	0	0	0	0	6
2344	6	 263	23	12	0	0	0	0	1	4
2380	6	 171	30	12	1	1	0	0	1	4
352	2	 292	48	9	0	0	0	0	1	4
1920	5	 250	57	12	0	0	0	1	1	5
2064	5	 150	38	12	0	0	0	1	0	5
1170	3	 350	35	9	0	0	2	1	0	5
1912	5	 367	34	16	0	2	0	1	0	8
528	2	 201	29	16	1	0	0	1	0	6
0	1	 303	59	9	0	0	0	1	1	6
1705	4	 153	31	12	1	1	0	1	1	4
1816	5	 365	32	16	1	0	0	1	1	6
1214	3	 158	37	9	1	1	2	1	1	6
0	1	 87	29	12	1	1	0	1	1	6
0	1	 171	23	7	2	0	0	1	1	5
1959	5	 166	22	12	0	0	0	1	1	5
1992	5	 270	48	12	0	0	1	0	1	5
2080	5	 345	24	14	0	0	0	0	1	6
1938	5	 280	26	13	0	0	0	0	1	5
1560	4	 126	28	15	2	1	0	1	0	6
2080	5	 110	30	12	2	1	0	1	1	6
1896	5	 160	34	13	0	0	0	1	0	6
0	1 	 320	33	11	0	1	0	1	0	9
0	1	 240	32	12	0	3	0	1	1	6
0	1	 278	50	9	0	0	0	1	0	8
2076	5	 100	26	14	1	0	0	1	0	8
0	1	 68	25	9	2	1	0	1	0	8
0	1	 329	42	10	1	0	1	1	1	8
650	2	 170	29	12	2	1	0	0	0	6
0	1	 200	46	12	0	0	2	0	0	5
2400	6	 266	36	14	1	1	0	1	0	4
2000	5	 113	23	12	0	0	0	1	0	9
1312	4	 15	24	14	1	1	0	1	0	9
0	1	 148	26	9	2	3	0	1	0	9
1500	4	 263	38	14	0	0	1	1	1	6
644	2	 150	36	12	0	4	0	1	0	6
624	2	 233	39	12	0	1	2	1	1	6
1568	4	 215	28	12	1	2	0	1	0	6
1828	5	 302	30	13	0	4	0	1	1	2
2467	6	 219	29	13	0	2	0	0	0	5
1651	4	 296	49	14	0	0	6	1	1	7
0	1	 189	26	14	1	1	0	1	0	4
1717	4	 270	36	12	0	2	1	1	1	4
1388	4	 542	40	17	0	0	0	0	1	6
0	1	 82	51	12	0	0	0	1	0	7
1384	4	 164	24	14	2	0	0	1	0	7
1880	5	 57	37	12	0	0	0	0	1	5
1992	5	 160	36	12	1	1	0	1	1	9
1664	4	 75	25	10	0	0	0	1	0	9
1071	3	 200	60	7	0	0	0	1	1	3
1944	5	 149	49	11	0	0	0	0	1	6
2492	6	 258	32	12	0	0	0	0	1	6
2000	5	 240	31	12	0	0	0	0	1	7
0	1	 295	35	15	0	1	0	1	1	9
1937	5	 170	23	14	1	0	0	1	0	9
80	2	 240	26	13	0	1	0	1	0	9
2232	5	 390	37	14	0	0	0	0	1	4
0	1	 650	53	12	0	0	0	1	1	4
1785	5	 78	44	10	0	1	0	0	0	4
1780	5	 239	50	12	0	0	0	0	1	4
1512	4	 92	22	12	1	0	0	0	1	4
2352	6	 242	47	8	0	0	0	0	0	5
2006	5	 127	19	12	1	0	0	0	0	5
2295	6	 210	31	8	0	2	0	0	1	3
170	2	 218	36	12	1	0	0	0	0	5
1300	4	 161	29	14	0	2	0	1	0	7
1645	4	 332	39	12	0	2	0	0	1	4
408	2	 370	38	12	0	2	1	0	1	3
1944	5	 335	34	12	0	1	0	0	1	5
0	1	 368	29	14	1	2	0	1	1	6
2000	5	 181	32	10	0	2	0	0	1	6
2016	5	 263	33	12	1	1	0	0	1	4
1984	5	 300	33	13	2	0	0	0	1	5
344	2	 135	49	12	0	0	1	1	1	9
2000	5	 400	42	13	0	0	0	1	1	9
2000	5	 0	55	12	0	0	0	1	1	6
0	1	 119	62	6	0	0	0	0	1	9
0	1	 120	18	8	2	0	0	0	0	9
2020	5	 348	41	12	1	2	0	0	1	4
325	2	 358	27	10	1	1	0	1	1	7
1904	5	 250	49	11	0	0	0	1	0	5
0	1	 52	27	13	3	0	0	1	0	5
0	1	 310	23	12	1	1	0	1	1	5
2430	6	 140	32	14	0	0	0	0	1	3
2470	6	 350	26	14	0	0	0	0	0	4
0	1	 893	62	12	0	0	0	0	1	3
2030	5	 198	36	12	0	1	0	0	1	9
1040	3	 420	38	12	0	4	1	1	1	5
1600	4	 727	40	17	1	1	1	0	1	3
1470	4	 120	27	12	2	0	0	1	0	5
1896	5	 342	29	12	0	0	0	1	0	5
0	1	 435	31	14	1	1	0	0	1	4
1960	5	 267	37	12	0	1	0	1	0	4
418	2	 300	39	12	0	1	1	0	1	4
1885	5	 470	56	10	0	0	0	0	1	4
2108	5	 280	29	12	0	0	0	0	1	3
2000	5	 190	44	12	0	0	0	1	0	6
0	1	 240	51	12	0	0	1	1	1	6
1300	4	 64	33	11	0	0	0	1	0	9
1920	5	 153	45	14	0	1	0	1	1	9
355	2	 300	24	13	2	0	0	1	0	5
99	2	 260	51	10	0	0	0	0	1	6
0	1	 200	22	12	2	0	0	0	0	4
900	3	 263	28	12	1	2	0	0	1	5
1960	5	 371	33	12	0	1	1	0	1	5
48	2	 300	31	12	0	3	0	0	1	4
0	1	 821	34	12	1	1	0	0	1	3
274	2	 285	26	12	1	0	0	0	1	7
0	1	 347	51	12	0	0	1	0	1	4
0	1	 102	59	10	0	0	0	0	0	11
1164	3	 90	33	11	0	2	0	0	0	11
1002	3	 505	34	16	2	0	0	0	1	9
2116	5	 160	30	12	0	1	0	0	0	11
2358	6	 98	28	14	1	0	0	0	0	11
0	1	 91	48	10	2	0	0	1	1	9
1932	5	 406	32	11	0	1	0	1	1	9
936	3	 353	31	16	1	1	0	1	0	3
1449	4	 278	49	10	0	0	0	1	1	5
2080	5	 10	26	12	0	0	0	0	0	5
1837	5	 663	40	13	0	0	1	0	1	4
2027	5	 0	40	12	0	0	0	0	0	6
0	1	 125	38	12	1	1	2	0	1	7
0	1	 620	35	15	0	2	0	0	0	5
2080	5	 182	36	14	0	1	1	1	1	5
1813	5	 300	33	12	0	2	1	1	0	7
620	2	 200	29	14	0	0	0	1	0	5
0	1	 160	24	12	2	0	0	1	0	5
512	2	 132	29	11	1	4	0	1	0	5
836	3	 298	32	14	2	1	0	1	0	3
2624	6	 162	40	9	0	1	1	1	1	4
1015	3	 180	26	12	3	0	0	1	0	4
3072	6	 221	33	12	0	2	1	1	1	4
2500	6	 533	41	11	0	3	2	1	1	4
604	2	 449	41	12	0	0	0	0	1	5
2000	5	 240	22	12	0	0	0	0	1	5
2040	5	 110	38	16	1	0	1	1	0	5
1194	3	 124	37	13	1	2	0	1	0	5
0	1	 77	55	8	0	0	0	1	0	5
1600	4	 260	26	11	2	0	0	1	1	5
780	3	 93	49	3	1	0	0	1	1	5
0	1	 93	30	11	1	0	0	1	1	5
2856	6	 280	36	12	0	1	0	1	0	2
0	1	 156	59	9	0	0	0	1	1	5
1973	5	 70	25	12	1	0	0	1	1	6
1923	5	 80	30	12	2	2	0	1	0	5
0	1	 155	41	10	0	0	0	0	0	7
1995	5	 412	28	16	0	1	0	0	1	3
2100	5	 140	26	12	1	1	0	1	0	4
1880	5	 120	34	12	2	1	0	1	0	4
786	3	 506	38	16	0	2	0	1	1	4
1506	4	 58	63	3	0	0	0	1	0	4
1299	4	 105	34	12	0	0	2	1	0	4
2062	5	 331	35	15	0	2	0	0	0	4
1806	5	 220	21	14	0	0	0	0	0	4
0	1	 1130	43	12	0	1	0	0	1	4
1400	4	 15	18	12	0	0	0	0	0	4
1936	5	 303	42	12	0	0	0	1	1	4
1506	4	 193	58	13	0	0	1	1	1	8
0	1	 136	55	12	0	0	0	1	1	8
1296	4	 163	23	14	0	0	0	1	0	2
1340	4	 222	38	17	1	1	1	0	1	11
1446	4	 110	33	12	0	3	0	1	1	7
1247	3	 81	20	12	1	0	0	1	0	6
1996	5	 237	29	12	0	1	0	1	0	5
1880	5	 150	52	10	0	0	0	1	1	6
2016	5	 270	39	12	0	0	0	1	1	6
0	1	 132	35	8	0	2	1	1	0	8
0	1 	 120	31	8	0	1	1	1	0	8
1916	5	 297	34	16	0	2	0	1	1	4
0	1	 48	58	12	0	0	0	1	1	4
200	2	 140	26	9	2	0	0	1	0	5
161	2	 153	32	12	1	3	0	1	1	5
1796	5	 140	39	12	0	0	0	1	0	4
1764	5	 130	29	11	3	0	0	1	0	5
0	1	 271	29	11	0	2	0	1	1	7
0	1	 150	31	10	1	2	1	1	1	7
1875	5	 141	59	7	0	0	0	1	1	5
1920	5	 542	41	17	1	1	0	1	1	4
1562	4	 161	39	11	1	0	1	0	1	11
468	2	 48	37	12	0	1	0	1	0	6
1560	4	 218	24	9	1	1	0	1	1	7
1912	5	 300	31	12	1	1	0	1	0	6
1798	5	 130	29	15	0	1	0	1	0	7
1960	5	 272	32	14	1	0	0	1	0	5
0	1	 330	30	16	2	1	0	0	0	4
1152	3	 1298	60	12	0	0	1	0	1	3
0	1	 312	27	12	3	0	0	0	0	3
1944	5	 486	33	16	0	0	0	0	1	3
2182	5	 235	26	13	0	0	0	0	0	3
2080	5	 88	38	17	0	1	0	1	0	2
1100	3	 531	37	11	0	1	0	0	1	2
105	2	 807	30	13	0	2	0	0	1	5
1940	5	 270	39	14	0	0	1	0	1	6
0	1	 552	25	12	2	0	0	0	1	3
0	1	 700	32	14	1	0	0	0	1	4
816	3	 315	29	12	1	0	0	0	1	3
1228	3	 262	27	16	1	0	0	0	1	3
2040	5	 101	27	12	0	1	0	1	1	5
0	1	 56	26	16	2	1	0	1	0	5
1075	3	 86	47	11	0	0	0	1	0	5
1920	5	 480	32	14	0	0	0	1	1	9
1956	5	 350	30	11	0	2	0	1	1	9
1080	3	 121	26	13	1	0	0	1	1	9
0	1	 413	48	12	0	0	0	0	1	5
2862	6	 166	31	17	0	0	0	0	0	2
2080	5	 223	28	16	0	0	0	0	0	4
1822	5	 480	43	12	0	0	0	0	1	5
1940	5	 361	30	12	0	0	0	0	1	4
0	1	 439	36	12	0	2	3	0	1	5
1536	4	 143	32	17	0	0	0	0	1	6
1840	5	 92	35	12	1	0	0	0	1	5
2223	5	 316	40	14	1	2	0	0	1	3
2040	5	 200	38	12	1	1	0	0	1	6
1960	5	 280	23	16	0	0	0	0	0	3
1713	4	 310	53	11	0	0	0	0	1	4
1484	4	 250	32	15	0	0	0	0	0	4
2000	5	 180	28	12	1	0	0	0	1	4
0	1	 181	41	10	1	0	0	1	1	4
624	2	 165	63	5	0	0	0	1	0	4
516	2	 140	31	12	0	3	0	1	1	4
522	2	 200	20	12	1	0	0	1	0	6
1038	3	 354	46	12	0	0	0	0	1	4
1610	4	 350	25	11	1	0	0	0	0	4
756	3	 313	30	14	1	1	0	1	1	6
1312	4	 93	24	12	1	0	0	1	0	6
696	2	 125	29	16	2	0	0	1	1	6
2220	5	 261	33	16	1	0	0	1	1	6
0	1	 360	29	13	2	0	0	1	1	6
744	2	 267	24	13	3	0	0	1	0	5
535	2	 255	31	13	1	1	0	1	1	9
0	1	 195	29	11	1	1	0	1	1	9
0	1	 124	29	12	3	1	0	1	0	9
650	2	 279	33	12	0	3	0	1	0	9
184	2	 13	24	11	1	0	0	1	1	9
60	2	 6 	51	11	0	0	0	1	1	9
2000	5	 398	41	13	0	0	0	0	1	3
592	2	 174	32	10	0	2	0	0	0	7
27	2	 236	32	14	2	1	2	0	1	7
184	2	 143	59	6	0	0	1	0	1	7
2175	5	 249	33	12	0	3	0	0	0	7
1048	3	 174	58	11	0	0	0	1	1	5
1100	3	 82	27	12	1	1	0	1	0	5
980	3	 144	41	11	0	0	0	1	0	5
1536	4	 230	40	12	0	2	0	1	1	5
0	1	 15	25	12	1	0	0	1	0	6
455	2	 112	26	12	2	0	0	1	0	6
1815	5	 251	35	12	1	2	1	1	0	6
2040	5	 27	40	14	0	1	0	0	0	6
1920	5	 252	36	13	1	1	3	0	0	6
1376	4	 300	23	9	1	1	0	1	1	5
410	2	 101	19	9	2	0	0	1	1	5
2397	6	 825	50	12	1	0	0	1	1	5
2269	6	 210	23	12	1	0	0	1	0	5
2040	5	 210	22	10	1	0	0	0	1	7
1176	3	 92	21	12	0	0	0	0	1	7
0	1	 282	53	5	0	0	0	0	1	7
360	2	 41	18	9	1	0	0	0	0	7
0	1	 333	33	8	0	0	1	0	1	3
899	3	 153	24	12	2	0	0	0	0	3
880	3	 67	55	3	0	0	1	1	0	3
0	1	 601	46	11	0	0	0	0	1	6
0	1	 383	57	11	0	0	0	1	1	6
376	2	 226	23	11	0	0	0	1	0	6
2000	5	 330	36	12	0	1	1	1	1	3
2548	6	 180	49	14	1	2	1	1	1	9
1664	4	 350	31	12	2	0	0	0	1	5
0	1	 232	19	9	1	0	0	0	0	6
1656	4	 253	38	10	0	0	1	0	1	3
1200	3	 97	18	12	0	0	0	0	0	3
607	2	 170	47	12	0	0	1	1	0	4
1592	4	 206	24	12	2	1	0	1	1	4
2448	6	 100	30	12	1	0	1	1	1	5
1939	5	 135	30	14	0	0	0	1	1	5
2040	5	 260	32	10	0	2	1	1	1	5
1920	5	 171	35	12	0	1	1	1	1	6
3149	6	 254	32	10	1	2	1	1	0	2
2080	5	 112	39	11	0	0	0	1	1	4
1880	5	 560	39	17	0	2	0	1	1	3
1877	5	 350	31	14	1	0	0	1	1	3
0	1	 76	64	6	0	0	0	1	1	5
1938	5	 436	35	15	0	1	1	1	1	2
2008	5	 340	27	12	0	0	0	1	1	4
1915	5	 160	23	12	0	0	0	1	0	9
670	2	 146	32	12	0	0	0	1	0	4
2060	5	 321	32	7	1	1	0	1	1	7
1984	5	 96	53	8	0	2	1	0	1	7
1983	5	 180	33	12	1	2	0	0	0	7
0	1	 150	27	11	1	1	0	0	0	7
1351	4	 101	33	12	1	1	0	1	0	6
2044	5	 265	35	12	0	2	0	1	1	6
1860	5	 100	29	13	1	2	0	1	1	6
2560	6	 173	39	9	0	1	0	1	0	9
0	1	 250	28	13	4	5	0	1	0	9
648	2	 230	47	13	1	0	0	1	1	5
1960	5	 277	28	16	0	0	0	1	0	6
0	1	 89	38	12	0	1	0	0	0	5
1190	3	 113	27	10	1	2	0	0	0	4
1904	5	 160	34	11	0	2	1	0	1	7
2332	6	 102	51	11	0	0	0	0	1	4
0	1	 547	54	10	0	0	0	1	1	8
0	1	 62	28	13	1	0	0	1	0	8
1896	5	 240	29	12	1	1	0	1	0	6
0	1	 373	58	11	0	0	0	1	1	6
975	3	 360	23	14	1	0	0	0	0	4
822	3	 120	23	14	1	0	0	0	0	3
0	1	 350	30	16	2	1	0	0	1	8
1392	4	 380	27	14	1	0	0	0	1	5
0	1	 197	32	15	1	1	0	0	1	5
1960	5	 50	34	17	1	0	0	0	1	7
2016	5	 466	32	16	1	1	0	1	1	9
2024	5	 15	23	12	2	0	0	1	0	9
1850	5	 150	37	12	0	1	0	0	0	4
0	1	 268	35	9	1	0	0	0	0	6
0	1	 215	32	12	1	1	0	0	1	6
1716	4	 130	47	12	0	0	0	0	1	7
621	2	 190	35	15	2	2	0	0	1	6
0	1	 27	31	11	1	2	0	0	0	6
663	2	 660	40	17	0	1	0	0	1	3
1336	4	 333	40	17	0	2	0	0	1	6
2000	5	 212	29	12	1	0	0	1	1	6
1730	4	 306	36	12	0	1	2	1	1	6
1976	5	 70	21	12	1	0	0	1	0	3
1980	5	 150	34	11	0	0	1	1	0	6
0	1	 142	36	11	0	0	3	0	1	7
2542	6	 169	32	14	1	1	1	0	0	5
1021	3	 170	28	12	1	1	0	0	1	6
1874	5	 235	25	12	0	0	0	0	1	6
1840	5	 133	25	15	1	0	0	1	0	4
0	1	 123	44	11	0	0	1	1	0	5
0	1	 49	24	12	4	0	0	1	0	5
0	1	 124	37	8	0	1	0	0	1	5
1505	4	 122	21	12	1	0	0	0	1	5
0	1	 137	28	11	0	0	0	0	0	5
2400	6	 203	37	11	0	0	0	0	0	4
76	2	 93	25	12	1	0	0	1	0	6
1504	4	 169	33	15	0	0	2	1	0	5
1880	5	 384	39	12	0	0	1	1	1	5
1920	5	 320	42	12	1	0	0	1	1	5
1646	4	 263	36	17	0	0	0	1	1	6
2010	5	 595	42	12	0	0	0	1	1	6
415	2	 210	23	11	0	1	0	1	0	6
1392	4	 18	36	8	2	4	2	1	0	9
2000	5	 32	60	9	0	0	0	1	0	5
2361	6	 60	20	11	1	0	0	1	0	5
2160	5	 36	37	12	0	0	0	0	1	5
2000	5	 200	44	14	0	0	0	1	0	7
2055	5	 391	51	16	0	0	0	0	1	6
1984	5	 333	39	12	0	1	1	0	1	13
0	1	 172	26	13	3	0	0	1	0	4
1376	4	 200	33	14	3	1	0	1	1	3
2805	6	 28	51	12	1	0	0	1	1	4
756	3	 450	33	17	0	2	0	1	1	5
2060	5	 73	45	8	0	0	1	0	1	8
2100	5	 85	42	9	0	0	0	0	1	8
0	1	 70	22	12	3	0	0	0	0	8
0	1	 31	26	8	0	1	0	1	0	6
2000	5	 30	31	12	0	1	1	1	0	6
2916	6	 23	23	14	0	0	0	1	0	6
520	2	 147	25	10	1	1	0	1	0	6
0	1	 154	31	11	1	3	0	1	0	6
532	2	 62	23	11	3	0	0	1	0	6
708	2	 90	28	15	1	0	0	1	0	6
1813	5	 95	29	11	1	0	0	1	0	9
2064	5	 160	34	12	1	0	0	1	0	6
2040	5	 16	53	0	0	0	0	1	0	11
0	1	 44	32	12	2	1	0	1	0	5
2096	5	 61	28	10	0	3	0	1	1	5
0	1	 127	64	6	0	0	0	1	1	6
1828	5	 130	30	17	2	1	0	1	1	6
0	1	 240	35	12	0	0	0	0	0	3
1560	4	 109	43	16	0	1	1	1	1	10
0	1	 230	43	10	0	0	0	0	1	10
0	1	 271	47	10	0	0	1	0	1	6
0	1	 202	28	12	1	1	0	0	1	10
0	1	 177	58	10	0	0	0	1	0	6
1743	4	 110	46	11	0	1	0	0	0	5
1771	5	 413	32	17	0	1	0	1	1	4
1920	5	 365	36	15	0	0	1	1	1	3
0	1	 84	39	10	1	4	1	1	0	6
0	1	 419	57	10	3	0	1	1	0	6
2080	5	 40	27	9	1	1	0	1	0	5
0	1	 103	31	10	2	0	0	1	1	7
2016	5	 110	35	12	0	1	0	1	1	7
0	1	 52	64	7	0	0	0	1	1	7
2046	5	 261	22	12	0	0	0	0	1	7
0	1	 290	38	12	1	1	0	0	1	7
0	1	 144	55	9	0	0	0	0	1	7
312	2	 133	25	12	2	0	0	0	1	7
51	2	 395	44	11	0	3	0	1	1	7
2000	5	 510	37	12	1	2	2	1	1	7
872	3	 120	22	12	1	0	0	1	0	7
1960	5	 165	42	10	2	0	1	1	1	7
0	1	 160	36	13	1	0	0	1	0	5
0	1	 49	24	12	2	0	0	0	1	6
1631	4	 228	48	12	0	0	0	0	1	6
1960	5	 134	50	12	0	0	0	1	1	6
1528	4	 180	33	12	1	2	0	1	0	6
1593	4	 300	35	12	0	1	1	1	1	6
0	1	 20	20	10	3	0	0	1	0	5
1920	5	 281	48	12	0	0	0	1	1	5
2080	5	 220	27	12	2	1	0	1	1	5
2732	6	 395	40	14	0	0	1	1	1	2
1491	4	 420	35	12	0	1	1	0	1	2
1960	5	 167	37	12	0	0	0	1	1	4
1683	4	 117	43	7	0	0	0	1	0	4
138	2	 43	26	12	0	0	0	1	1	6
1040	3	 370	30	17	1	1	0	1	0	8
217	2	 64	35	12	0	3	0	1	1	8
1930	5	 196	40	12	0	2	1	1	0	7
0	1	 150	22	13	2	0	0	1	0	6
1952	5	 320	34	12	0	0	0	1	1	7
48	2	 98	29	8	0	3	0	1	0	7
2310	6	 322	38	10	1	0	0	1	1	7
2792	6	 247	28	13	0	0	0	1	0	7
1863	5	 295	55	10	0	0	0	1	1	7
2128	5	 90	37	17	0	0	0	0	1	4
1208	3	 230	30	9	0	0	0	1	0	9
0	1	 257	25	14	2	0	0	1	1	9
920	3	 556	44	16	0	1	1	1	1	9
1308	4	 6 	41	12	0	3	0	0	0	7
0	1	 299	25	12	3	1	0	0	1	8
1985	5	 510	49	12	0	0	0	1	1	5
1912	5	 78	39	13	0	0	2	1	1	4
334	2	 83	20	13	0	0	0	1	1	4
1824	5	 460	34	16	1	1	0	1	1	11
0	1	 82	58	9	0	1	0	1	1	11
0	1	 91	23	12	3	1	0	1	1	11
1848	5	 85	34	10	0	2	1	1	1	11
0	1	 107	50	12	0	0	0	1	1	9
0	1	 542	45	12	0	2	0	0	1	6
2384	6	 322	34	12	1	1	1	1	1	6
0	1	 265	29	12	2	1	0	0	1	5
1312	4	 130	31	12	1	0	0	0	1	5
1932	5	 197	37	12	0	2	1	0	1	5
0	1	 125	61	12	0	0	0	0	1	11
1760	5	 98	26	13	2	0	0	0	0	2
0	1	 350	28	12	1	2	0	0	0	6
2180	5	 222	23	15	0	0	0	1	1	5
1241	3	 272	27	12	1	0	0	1	1	5
0	1	 250	52	12	0	1	1	1	1	5
1512	4	 90	25	12	0	0	0	1	0	5
1650	4	 164	29	14	1	1	0	1	0	5
40	2	 175	43	11	0	0	0	0	1	5
0	1	 168	25	14	1	0	0	1	0	5
