E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,age,gender,race
2,5,2,4,3,4,2,5,2,4,4,2,4,1,3,4,4,4,4,4,1,3,1,3,3,4,3,3,5,4,4,1,4,1,4,1,5,1,3,5,5,2,4,1,5,1,5,5,5,5,50,0,3
5,1,5,1,5,1,5,2,5,1,1,2,4,1,4,4,3,3,4,1,1,4,2,4,1,2,1,1,4,4,4,1,5,1,1,1,4,1,4,5,5,2,4,3,5,1,5,5,4,5,26,1,3
1,4,4,3,1,2,2,5,1,5,5,2,5,4,4,3,4,3,4,5,1,5,1,5,1,5,1,5,5,5,3,2,5,3,2,4,3,3,3,3,5,2,5,2,4,1,4,4,5,5,17,1,3
1,3,3,4,2,4,1,5,1,5,4,3,5,1,3,4,2,2,4,4,1,3,1,5,2,5,1,4,4,3,3,2,3,4,4,5,3,1,3,3,3,2,3,2,3,2,4,3,4,3,55,1,3
5,1,5,1,5,1,5,1,1,1,3,1,5,3,3,3,5,2,2,1,5,5,1,5,2,5,1,5,5,5,4,1,3,1,5,1,5,1,3,5,3,5,3,3,3,3,5,1,5,3,24,0,4
5,3,3,2,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,2,5,4,4,5,2,4,2,4,4,3,1,4,5,4,3,2,4,2,4,3,3,2,4,1,4,2,4,2,2,4,37,0,5
1,4,2,4,3,2,1,5,2,5,4,2,3,1,2,1,2,1,3,4,1,5,1,5,2,2,1,4,4,4,5,1,5,1,2,1,5,2,5,5,4,2,3,1,3,2,5,3,3,4,26,1,3
1,2,5,2,4,2,2,2,1,5,5,1,5,2,1,5,5,2,5,1,1,5,2,5,1,5,2,4,3,2,4,5,5,3,1,5,5,2,3,3,2,3,5,3,4,1,4,1,5,4,29,1,3
3,4,4,3,3,2,2,3,4,3,1,5,1,4,2,1,2,1,1,2,2,4,1,3,2,3,2,3,2,4,4,2,5,1,2,2,3,3,1,4,5,1,2,1,5,3,1,4,5,4,23,0,3
4,2,5,2,5,2,5,3,3,4,4,4,2,3,3,2,2,2,2,3,2,5,1,5,2,3,1,4,5,5,3,4,4,3,2,4,4,3,2,3,5,2,4,2,5,2,5,3,4,5,30,1,3
3,4,2,3,3,3,4,5,2,5,3,2,5,3,1,1,4,2,2,2,1,5,3,5,1,2,1,5,5,2,5,1,5,1,5,5,3,1,4,5,5,1,5,1,5,1,5,3,5,5,22,1,3
1,2,2,3,4,3,2,3,3,5,5,1,5,1,5,5,5,5,5,5,1,5,3,5,1,5,1,5,5,4,1,4,3,5,1,5,1,5,2,1,4,4,5,1,4,1,4,4,5,5,19,1,3
1,4,5,3,4,2,3,4,1,3,2,3,2,4,1,1,3,2,1,1,4,4,1,4,2,4,2,4,4,4,2,4,4,3,4,4,2,2,3,4,3,2,4,1,4,1,3,2,4,4,32,1,4
2,2,1,5,4,4,1,5,1,3,4,3,4,3,3,1,5,2,1,2,2,1,2,2,5,2,5,2,1,2,5,4,5,3,1,4,4,3,1,4,5,1,5,5,3,4,5,5,1,3,25,0,3
4,2,5,2,5,1,2,5,4,2,2,4,1,4,4,2,2,2,4,1,1,4,2,5,2,4,2,4,2,4,4,4,4,1,1,4,4,1,2,2,5,5,4,5,2,4,4,2,2,2,37,1,3
1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,1,1,5,4,19,1,13
3,1,4,4,3,2,3,2,4,4,4,2,4,2,4,4,3,4,4,4,3,4,2,3,3,4,2,3,4,4,2,4,2,4,2,4,2,3,3,3,4,3,3,2,2,4,2,4,4,2,22,1,11
3,1,4,2,5,1,3,3,5,3,4,3,4,5,3,1,4,2,2,1,1,5,1,5,1,5,1,4,5,3,2,2,3,1,5,1,5,1,5,3,4,3,5,1,4,1,4,2,5,5,21,1,3
4,2,4,2,5,2,5,2,4,1,3,3,4,4,2,2,3,2,2,2,1,4,2,5,1,3,1,4,4,5,3,2,5,2,2,4,3,2,3,3,5,1,5,1,4,1,4,5,4,5,17,1,1
1,5,1,5,1,5,1,5,1,5,5,1,5,2,4,4,2,2,5,3,4,3,1,3,3,3,2,2,3,2,4,4,5,2,3,5,4,3,5,5,5,2,5,1,5,1,5,5,5,5,17,1,3
5,4,5,3,5,1,4,1,5,4,4,5,3,5,3,3,5,3,3,1,5,2,3,4,2,3,5,5,4,5,4,5,5,5,5,5,5,3,1,5,5,1,5,1,5,1,5,5,5,5,28,1,4
5,2,3,3,4,2,5,1,5,5,2,5,3,5,3,3,2,1,3,1,3,4,4,2,4,3,4,3,2,3,3,5,3,5,2,5,3,4,2,3,1,5,3,5,5,3,2,1,2,3,14,0,3
3,3,3,3,2,2,2,2,4,5,1,5,1,2,5,1,1,2,1,2,4,2,4,1,1,4,4,4,1,5,2,5,2,2,3,4,3,3,1,4,2,3,5,3,4,1,4,2,3,3,22,0,6
3,5,5,4,2,4,4,4,2,5,2,4,4,4,5,1,1,1,1,1,1,4,1,4,2,5,2,3,4,5,5,3,5,1,3,4,5,1,5,5,4,2,5,1,5,1,5,4,1,5,30,0,3
2,3,3,3,4,2,1,3,2,3,3,3,5,3,3,2,3,4,2,3,1,5,1,5,1,5,2,5,5,5,4,1,3,1,5,1,5,3,4,4,3,4,5,4,3,1,3,3,4,3,44,1,4
5,1,5,4,5,1,4,2,5,1,4,4,5,1,4,5,5,5,5,1,2,5,1,5,1,5,1,4,5,4,4,4,4,3,1,5,4,3,4,3,2,4,4,3,4,3,4,2,4,3,17,1,13
2,1,3,3,4,2,4,3,3,3,4,3,5,2,3,4,4,4,5,4,3,3,3,3,2,4,2,4,5,2,4,4,4,4,3,4,3,3,2,4,5,2,5,2,4,2,4,5,4,4,58,0,3
3,1,5,2,5,2,4,4,3,2,2,3,4,4,2,2,2,2,2,1,1,5,2,5,1,4,1,5,4,5,4,3,4,2,3,2,5,1,4,4,4,2,4,1,4,1,4,3,4,4,17,1,13
2,5,2,4,3,5,3,5,2,4,2,3,2,3,2,3,3,3,3,3,5,3,3,1,4,2,5,3,2,2,5,2,5,1,3,1,5,1,5,5,5,1,5,3,5,1,5,4,3,5,38,0,3
1,5,1,5,1,4,1,3,3,5,4,3,4,4,3,3,2,1,3,3,4,2,1,1,3,3,3,3,1,3,3,3,5,3,2,2,4,1,2,5,5,2,4,1,4,2,4,5,5,4,22,0,3
3,2,4,4,5,2,3,4,5,4,4,3,4,3,4,2,4,3,4,2,1,4,1,5,2,5,3,4,5,4,5,1,4,1,5,1,5,2,5,4,4,3,4,3,4,1,5,3,4,5,41,1,11
3,1,4,2,5,1,5,3,4,1,5,4,5,4,4,5,4,5,5,2,1,4,3,4,2,4,2,4,3,3,4,3,4,2,2,3,4,2,3,4,3,2,5,2,3,2,4,1,4,5,16,1,3
2,4,3,4,3,1,2,4,2,5,3,5,2,3,4,2,3,4,3,4,4,5,4,1,4,2,1,4,2,4,5,4,5,3,1,4,1,3,1,3,4,1,5,2,4,1,5,4,4,5,15,1,3
2,2,4,2,5,2,2,2,5,2,5,3,5,2,4,5,4,2,5,2,4,4,4,4,1,4,2,4,4,3,4,4,3,2,3,3,4,1,3,5,4,3,3,3,4,2,4,3,3,4,18,0,3
3,2,4,2,3,3,2,5,2,3,2,4,4,5,5,2,3,1,2,1,1,5,1,5,1,5,1,1,5,4,4,2,4,1,3,1,2,1,1,4,2,2,2,2,4,3,3,3,5,4,54,0,3
2,4,5,3,2,2,5,4,4,5,5,3,5,3,3,2,1,2,3,1,5,5,1,5,1,5,1,4,3,3,4,1,4,2,4,1,5,1,4,4,5,1,5,3,3,1,3,5,4,5,19,1,3
3,2,5,2,4,2,2,2,5,4,3,3,4,4,3,3,3,2,3,3,3,4,2,3,3,3,3,3,4,4,5,4,5,3,4,2,4,3,4,5,4,1,4,2,4,2,4,3,4,4,25,0,1
2,3,3,2,3,2,2,3,4,4,2,4,4,3,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,3,2,2,4,4,3,5,3,4,2,4,2,3,2,4,3,4,3,19,1,3
4,4,5,3,3,3,4,4,5,4,1,5,2,1,2,1,1,1,5,1,3,4,1,3,3,2,3,3,3,4,3,2,4,1,1,2,2,3,1,3,4,2,4,1,5,1,5,3,2,5,17,0,8
4,4,5,2,5,5,4,4,4,2,1,5,4,2,1,5,2,1,1,3,1,4,2,5,1,5,1,2,5,4,2,1,4,1,1,4,3,2,5,3,4,1,4,3,5,1,5,3,2,5,16,0,13
3,5,4,1,5,1,5,5,3,5,2,5,5,3,5,1,1,1,3,1,1,5,2,5,1,4,5,2,2,5,4,1,4,2,4,4,4,2,4,3,1,4,5,3,4,3,2,1,4,4,15,1,1
5,2,4,4,2,4,5,5,5,5,2,5,2,3,2,2,3,2,3,3,4,3,3,1,3,4,3,2,2,4,3,1,4,3,3,5,2,3,1,4,3,2,4,2,5,1,3,4,4,5,15,0,13
2,1,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,1,5,1,5,1,5,5,5,5,4,2,5,5,3,1,4,5,2,5,5,3,2,4,2,5,1,4,4,5,5,14,1,13
4,3,1,5,1,5,1,5,1,5,4,2,4,5,5,2,5,5,4,5,2,1,3,1,3,2,4,2,3,1,5,1,2,1,1,5,5,3,3,3,2,2,5,2,2,3,1,2,1,3,14,1,1
5,1,3,2,5,1,5,2,5,2,5,5,5,3,3,3,2,2,2,3,4,4,5,3,4,2,4,3,2,5,2,1,4,2,1,4,3,5,3,5,5,4,5,4,5,1,4,3,5,5,14,1,1
4,1,5,1,3,1,1,1,4,5,3,5,3,3,4,2,3,1,4,3,5,4,5,5,1,3,1,4,5,3,2,1,4,2,2,2,3,3,2,2,4,3,4,2,3,2,3,4,3,3,15,0,1
4,2,4,3,5,1,5,3,5,1,5,3,5,3,1,2,4,1,5,2,3,5,5,3,5,2,5,4,5,5,1,5,5,3,1,1,5,2,1,3,5,3,5,4,3,1,4,3,5,4,17,1,11
3,1,5,2,5,1,3,2,5,3,2,3,3,2,2,2,3,3,2,3,1,5,1,5,1,4,2,4,5,3,3,3,4,1,2,3,3,2,3,5,5,1,4,1,5,1,5,5,3,5,61,0,3
1,5,2,5,1,5,2,4,2,4,2,4,3,4,2,2,2,2,2,2,2,2,2,4,2,4,4,4,3,3,4,3,5,2,4,2,4,2,4,4,4,2,4,3,5,2,4,4,4,4,16,0,3
2,4,3,4,3,2,1,4,4,5,5,2,5,2,4,3,4,2,4,3,3,5,2,4,2,3,1,4,5,2,3,4,5,4,2,4,4,3,3,4,4,3,4,2,4,1,4,3,4,5,27,1,6
4,1,3,1,5,1,5,2,5,1,5,1,5,1,5,3,5,5,5,5,3,3,5,1,1,1,1,3,5,3,1,5,1,5,5,1,1,5,1,1,1,3,5,1,1,1,5,1,1,5,20,1,3
2,3,3,4,2,2,2,4,1,5,2,2,5,2,2,3,4,3,4,3,2,4,4,4,2,4,2,2,4,4,5,1,5,1,4,1,5,2,4,3,4,2,2,3,4,4,4,3,4,2,31,0,3
3,3,4,3,4,4,5,3,5,2,3,4,3,4,4,1,4,3,2,2,2,4,1,5,3,5,2,4,5,4,4,2,4,2,4,1,5,1,3,5,3,1,5,1,4,1,4,4,4,4,25,1,3
3,1,3,1,4,1,2,3,3,4,2,4,3,2,1,1,4,4,4,1,1,4,2,4,1,5,1,4,4,3,3,3,4,1,2,3,3,1,1,4,3,2,4,3,4,1,4,3,4,4,34,1,3
3,3,3,2,3,2,4,4,3,5,3,4,4,1,2,1,5,3,3,1,2,4,4,5,2,4,2,4,4,3,3,4,4,4,3,3,3,1,4,5,4,2,4,1,4,3,5,4,4,4,22,0,3
2,3,3,4,5,3,5,2,4,3,4,2,5,3,5,5,5,5,4,3,4,4,4,4,2,5,1,3,5,3,2,4,2,3,2,5,2,4,1,3,3,4,5,2,4,1,3,2,5,4,21,1,4
1,1,3,3,3,1,2,3,1,3,3,3,5,3,1,2,1,1,2,3,5,5,1,5,1,4,1,4,5,4,4,1,5,1,3,1,5,1,5,4,5,1,5,1,4,1,5,3,5,5,32,1,3
2,3,2,4,3,2,4,2,4,1,3,3,4,3,4,3,3,2,2,3,3,5,2,2,3,4,3,4,3,2,2,2,3,3,3,3,4,3,3,4,4,1,4,2,4,2,4,3,4,4,18,0,3
2,2,2,3,3,3,1,4,2,1,2,3,2,5,3,3,1,4,1,1,2,2,3,4,3,3,1,4,2,1,2,2,2,5,3,3,1,4,1,1,2,3,3,5,3,3,4,4,1,1,29,1,5
4,1,5,3,5,1,5,4,3,1,4,3,5,1,2,1,1,2,1,5,1,5,2,4,2,4,2,4,4,5,3,1,4,3,4,1,4,1,4,4,4,2,5,1,4,1,4,4,5,4,45,0,6
1,1,5,1,5,1,2,5,1,1,1,3,3,2,1,1,1,1,1,1,1,5,1,5,1,3,1,5,5,5,4,1,5,1,5,1,5,1,5,5,4,1,3,1,5,1,5,1,4,5,55,1,3
1,4,2,2,2,2,1,2,5,3,4,2,5,2,1,4,4,4,4,3,4,2,3,2,2,2,3,2,2,2,5,5,5,4,2,4,5,1,5,4,3,1,3,1,3,3,4,3,4,3,35,0,11
3,2,4,2,4,2,4,3,3,4,2,2,4,3,2,2,2,2,1,1,4,4,1,5,2,5,1,5,5,4,4,1,4,2,4,2,5,1,5,4,4,2,4,2,4,2,4,3,4,2,51,1,13
2,2,3,3,4,2,1,3,3,4,4,3,4,2,4,4,4,4,3,3,3,4,1,3,2,4,4,4,2,4,4,5,2,4,2,4,4,2,4,4,1,2,4,2,3,3,2,1,5,3,21,1,11
3,2,3,4,5,1,4,2,2,3,4,3,4,2,4,3,5,4,4,3,3,5,3,5,1,5,1,5,5,5,3,4,4,2,3,4,1,3,3,4,5,1,5,1,5,1,4,5,5,5,34,1,11
3,1,5,1,5,1,5,5,1,1,1,5,4,5,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,5,4,1,5,1,5,1,5,1,5,5,4,1,5,1,5,1,5,1,4,5,55,1,3
4,1,4,2,3,2,2,4,4,4,4,2,5,2,2,4,3,2,4,2,1,5,1,4,2,4,2,4,4,4,4,2,4,4,4,1,4,1,4,4,3,4,4,2,4,2,5,2,4,4,40,0,3
2,3,4,4,4,1,3,4,3,3,5,5,4,3,4,2,2,2,2,4,5,5,2,4,3,5,2,2,5,4,4,2,5,1,3,1,5,1,4,5,5,1,5,1,5,1,5,5,4,5,46,0,13
4,3,3,2,4,2,3,3,5,4,5,3,5,5,3,3,3,2,4,3,2,4,2,4,1,5,2,4,4,4,4,5,5,4,3,1,5,1,4,3,3,3,5,2,5,1,3,2,5,5,21,1,11
4,3,2,3,3,3,5,4,4,4,4,3,5,3,3,5,5,5,5,3,5,4,4,5,2,5,1,5,4,4,3,5,3,4,2,4,3,3,1,3,2,3,4,2,3,3,2,2,5,4,18,1,3
2,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,2,2,3,2,2,4,2,4,2,4,2,4,4,3,3,3,4,2,3,3,4,2,4,3,2,3,4,2,3,3,3,2,4,3,20,1,3
3,3,2,4,3,3,3,4,2,3,5,2,4,3,3,3,3,2,4,2,2,3,3,4,2,3,2,3,3,4,2,4,3,3,2,2,4,3,3,4,3,4,3,2,3,2,3,3,4,3,25,1,9
2,2,4,3,4,2,1,3,1,5,3,3,4,2,1,4,2,2,3,3,2,5,2,3,4,1,1,5,2,3,4,1,4,1,5,1,5,1,5,3,4,3,3,3,3,3,4,4,3,4,19,1,3
2,5,2,5,2,5,1,5,1,5,4,3,2,2,1,3,2,2,4,3,1,1,1,5,1,5,5,5,4,2,3,3,2,1,1,5,2,2,1,4,4,1,3,1,5,1,4,3,5,5,53,0,3
3,2,4,2,3,3,4,2,4,3,4,2,4,3,3,2,2,2,1,2,1,4,2,4,3,4,2,4,3,5,4,2,3,1,5,1,4,2,4,4,2,2,5,4,4,2,5,1,4,4,24,0,11
3,1,5,5,5,2,5,1,5,2,4,1,4,2,2,4,4,3,4,4,4,4,4,5,1,5,1,2,5,4,5,4,5,2,3,2,3,3,1,4,5,4,5,1,3,2,5,5,5,3,14,0,13
3,2,5,3,4,3,3,4,3,3,3,3,5,1,3,5,3,4,5,4,1,5,1,5,1,5,1,5,5,5,4,3,4,3,2,3,3,3,3,3,4,2,4,3,3,3,5,3,5,3,31,1,4
4,2,4,2,4,2,4,2,4,2,4,2,4,2,3,4,3,2,4,2,2,5,2,3,3,3,2,4,3,3,4,2,3,2,2,4,3,2,3,4,3,2,3,2,3,2,3,4,3,4,24,0,3
3,4,3,3,3,4,3,3,1,4,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,3,2,3,3,3,4,2,3,2,4,3,4,2,3,3,3,3,4,3,4,1,3,3,3,4,29,0,13
4,1,4,3,4,1,4,2,4,2,1,4,2,4,5,1,2,1,3,1,3,4,4,3,2,3,2,3,3,3,2,4,2,4,1,4,2,2,2,2,5,2,4,1,5,2,4,5,4,5,18,0,3
1,4,2,4,2,4,2,4,2,4,5,2,5,1,4,4,3,4,5,1,4,4,2,3,2,4,2,3,3,4,3,4,5,4,2,4,3,3,4,4,3,3,4,3,4,2,4,2,4,4,32,1,4
3,4,4,3,4,2,4,2,4,4,2,4,3,3,2,4,3,3,2,3,4,4,1,4,2,4,2,4,4,4,4,3,4,4,4,3,4,3,4,4,4,2,4,2,4,2,4,4,4,4,23,0,8
4,2,5,2,3,2,3,2,3,3,2,3,3,2,2,4,2,2,2,2,3,3,2,4,3,3,2,3,3,3,4,3,4,3,2,4,2,3,2,2,3,2,3,3,3,2,4,3,1,3,22,0,13
3,5,3,5,2,4,1,4,1,5,4,2,5,4,4,4,4,4,4,5,3,4,2,4,2,4,3,3,5,3,4,2,5,2,4,2,3,3,3,3,3,2,5,1,4,1,4,2,5,5,23,0,1
3,3,3,3,3,3,2,1,2,4,2,4,3,2,2,1,1,1,1,2,3,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,3,2,2,3,3,1,2,2,3,3,4,2,4,3,22,0,13
1,3,3,2,4,3,3,4,2,4,1,3,3,3,2,3,3,3,3,3,3,2,3,1,4,3,3,3,3,3,2,1,4,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,4,3,28,0,2
3,2,3,2,3,4,3,4,3,3,1,5,3,2,1,1,1,1,1,2,1,1,5,1,2,1,5,1,2,2,5,1,5,4,5,2,4,2,5,4,4,1,4,4,4,2,4,4,3,4,25,0,1
3,1,5,4,5,1,5,3,5,1,1,5,1,5,1,1,1,3,1,1,1,5,3,5,1,3,1,5,5,5,5,5,5,1,3,3,3,3,3,5,3,1,5,1,5,1,5,3,5,5,22,0,1
4,4,4,3,4,3,4,3,2,3,3,4,5,3,3,4,4,3,3,3,3,5,4,4,4,4,2,3,4,3,4,3,4,3,3,4,5,3,3,5,3,4,5,3,4,3,4,2,5,4,22,0,13
2,4,2,3,2,4,1,4,2,5,2,3,5,3,4,4,2,2,4,3,3,2,4,2,4,3,5,3,2,4,3,3,3,3,4,4,3,3,2,4,3,2,3,4,5,2,4,2,5,4,22,0,1
3,3,4,3,4,3,4,4,3,3,4,3,5,3,3,3,4,3,3,2,2,4,4,4,2,3,2,4,3,4,3,3,3,4,3,3,2,3,2,3,3,4,3,3,4,2,4,3,3,3,17,0,3
4,1,4,3,5,1,4,4,5,2,4,4,5,1,2,2,2,2,4,2,5,5,1,5,1,4,1,5,4,4,4,2,5,4,2,2,4,2,2,4,5,1,5,2,5,1,4,4,5,5,27,1,4
2,2,4,3,3,3,4,4,3,5,4,4,4,3,3,1,2,3,4,3,1,4,2,5,2,4,1,4,4,2,2,3,3,4,4,3,4,3,3,4,5,1,3,2,2,3,5,5,4,4,15,0,3
4,3,4,2,5,2,4,3,4,2,2,2,4,2,2,3,2,2,1,3,1,5,1,5,1,5,2,4,5,5,2,2,4,2,3,2,2,2,4,4,4,1,5,1,4,1,5,4,5,4,16,0,3
3,2,4,2,4,2,5,4,4,3,3,3,4,2,1,2,2,2,2,1,2,5,1,3,2,2,2,4,2,4,4,1,4,2,4,2,4,3,4,3,4,3,4,2,4,1,3,4,4,4,19,1,13
2,5,4,4,5,4,5,5,3,5,5,5,2,3,2,3,4,3,2,2,2,5,4,5,1,5,1,5,5,4,3,4,2,5,3,5,1,2,3,2,4,3,5,3,3,2,3,3,5,4,16,1,3
4,1,5,2,5,2,4,3,4,3,4,5,4,2,1,2,5,5,4,3,1,5,5,5,1,4,1,4,4,4,5,3,5,3,2,3,3,4,2,4,4,2,5,3,4,1,5,4,4,4,15,0,1
4,1,5,2,5,1,5,2,3,3,4,3,4,2,3,5,3,4,5,5,1,5,2,5,1,5,2,5,5,5,2,5,4,5,3,4,2,3,1,5,4,3,4,3,4,1,5,4,2,4,28,1,6
3,4,3,4,3,4,3,4,3,5,4,3,4,2,3,4,4,4,4,4,1,5,2,5,1,4,1,5,5,3,2,3,4,4,2,2,3,4,4,3,4,1,5,1,3,1,4,5,5,4,17,1,3
4,3,2,2,5,2,3,3,4,5,5,3,5,1,2,5,5,3,4,3,3,4,4,3,3,2,2,5,3,4,1,5,5,3,1,4,5,4,4,4,5,1,5,1,4,1,5,5,5,5,16,0,3
3,2,5,2,4,2,4,4,3,5,3,4,4,2,2,3,3,2,3,4,2,5,3,4,2,4,2,4,4,5,4,4,4,4,4,4,5,2,4,5,5,2,4,3,4,2,4,2,5,4,60,0,3
1,5,1,5,1,5,2,5,1,5,3,2,5,5,2,3,2,2,3,2,2,1,3,4,4,4,5,3,2,5,5,2,5,2,4,2,5,2,5,5,4,1,1,1,2,5,5,4,5,1,21,0,3
3,1,5,2,5,2,5,3,4,2,2,5,2,2,2,2,3,1,2,1,1,5,1,5,1,5,1,5,5,4,4,4,5,3,2,2,4,4,4,3,4,2,5,1,4,1,5,3,4,5,15,0,3
1,3,2,5,4,4,1,1,4,4,5,3,5,3,5,5,4,3,5,2,4,2,1,1,5,3,5,1,1,5,5,5,5,3,4,2,5,1,5,4,4,3,3,2,3,3,4,2,5,2,16,0,3
3,3,2,2,2,2,1,4,4,4,2,3,5,4,3,2,4,2,4,2,4,4,4,4,2,2,2,2,4,2,4,5,5,1,1,4,5,2,2,5,5,1,5,1,5,1,5,5,4,5,14,1,3
2,3,3,3,4,1,4,3,4,3,4,3,5,3,2,4,4,3,3,2,2,4,1,4,3,4,3,2,4,4,4,2,4,3,3,3,4,2,2,4,4,2,4,1,3,4,5,4,5,4,16,1,1
1,4,2,3,2,2,1,2,1,5,3,4,4,2,4,2,2,2,2,2,2,3,1,4,3,4,3,4,3,3,3,2,5,2,2,1,4,3,4,4,4,2,5,3,5,1,5,3,5,5,38,0,3
1,4,3,4,4,1,1,4,4,4,2,4,4,2,3,4,3,2,4,2,4,3,3,3,2,3,3,3,3,3,4,3,4,3,1,4,3,1,3,4,4,2,4,1,5,1,5,4,4,4,16,1,3
4,3,3,3,4,3,4,5,4,4,5,2,5,1,4,5,5,5,5,5,3,3,3,4,2,5,3,5,4,4,2,3,4,3,1,5,1,1,1,2,5,1,5,2,5,1,5,5,5,5,15,1,3
3,2,3,3,3,3,2,4,3,5,4,4,4,4,2,3,4,3,3,2,1,5,2,3,2,5,2,3,5,4,3,3,4,2,1,3,2,3,3,4,5,2,4,2,5,1,4,4,5,5,16,1,3
3,3,2,5,2,2,3,5,1,5,2,5,4,4,1,1,2,2,5,3,5,4,3,5,2,2,2,4,5,4,5,3,4,1,5,1,5,1,5,5,5,1,4,1,4,1,5,3,5,3,17,1,3
3,2,4,2,3,2,4,3,4,4,2,5,4,5,4,1,2,1,1,1,1,4,1,4,2,3,2,4,4,4,5,2,4,1,4,2,4,2,3,4,4,1,3,2,4,1,4,2,4,5,15,0,11
3,4,1,3,3,2,1,5,1,4,4,2,4,1,1,2,2,2,2,5,1,3,1,4,1,4,2,2,4,4,4,4,4,2,3,4,1,2,1,2,5,2,5,1,3,1,4,4,5,4,15,1,3
5,1,5,1,5,1,5,1,5,3,5,3,4,3,2,4,3,3,3,3,1,5,1,5,1,5,1,5,5,4,3,4,4,2,2,4,3,2,3,3,4,2,5,3,4,1,4,3,3,4,15,1,3
2,3,3,5,3,3,3,4,5,4,5,4,5,3,2,4,3,4,4,3,1,5,3,5,1,4,2,4,4,4,5,1,4,3,3,4,5,3,3,5,4,3,4,3,5,2,5,3,4,5,15,1,11
1,4,3,4,2,4,2,5,1,5,5,3,5,1,1,5,5,4,5,5,5,4,4,2,5,2,2,1,2,3,2,4,2,3,2,4,2,4,2,3,3,3,3,4,3,4,4,3,5,2,16,0,3
4,3,5,2,4,3,4,5,1,4,4,2,5,3,4,5,5,4,4,4,4,3,4,4,2,5,4,4,4,3,5,2,4,4,2,4,4,3,3,3,2,2,4,3,4,2,3,3,4,4,17,0,3
1,3,2,4,4,4,1,5,2,4,4,3,5,4,4,4,3,4,3,4,5,4,3,4,2,3,2,4,3,4,3,4,3,4,1,4,3,4,2,3,4,2,4,2,3,2,3,2,4,3,21,1,3
2,2,2,5,1,2,2,4,2,5,3,3,4,2,1,1,1,1,2,2,1,3,1,5,3,5,2,4,5,5,4,2,5,2,2,3,5,3,4,3,3,3,4,2,2,1,4,2,5,4,16,1,1
2,5,3,5,2,5,2,5,1,5,4,5,4,2,4,2,4,2,4,4,2,4,1,4,2,5,2,3,4,5,3,2,4,2,1,2,5,3,4,2,4,3,5,4,5,4,4,3,5,5,16,0,6
2,4,3,4,3,4,3,5,1,5,5,4,4,1,1,3,2,3,3,4,1,5,2,5,1,5,1,5,4,4,3,3,5,3,2,4,3,2,4,4,4,2,5,1,3,2,4,3,5,5,17,1,3
3,1,5,1,5,1,2,4,3,1,1,5,1,1,5,1,1,1,2,1,4,5,5,5,1,3,1,3,5,3,4,1,4,1,1,1,5,1,5,4,5,1,5,1,5,1,2,4,5,5,16,0,3
2,4,2,2,2,5,3,1,2,5,3,3,5,2,2,4,4,3,4,4,3,4,4,3,3,4,2,2,3,2,2,4,4,4,1,5,3,3,2,2,3,2,4,3,4,2,5,4,5,4,18,0,3
3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,3,1,4,3,4,3,3,4,3,3,4,3,4,3,4,3,4,2,3,3,3,4,3,3,1,3,3,3,3,23,1,13
4,3,4,3,5,2,4,2,5,5,2,3,4,4,1,4,3,3,3,2,1,5,3,5,1,5,2,4,5,4,3,5,4,5,2,5,4,5,5,5,5,4,5,4,4,1,4,5,5,5,17,0,13
3,1,5,2,5,2,2,2,5,1,2,4,4,4,1,3,4,3,4,1,2,5,4,4,2,1,2,5,4,4,4,3,4,2,5,2,4,2,5,5,5,1,5,1,3,1,5,5,4,4,45,1,11
1,3,2,4,3,4,1,4,2,5,5,1,5,2,4,4,5,4,5,4,2,4,4,4,3,4,2,4,4,1,3,4,4,4,2,5,4,4,4,2,3,2,5,2,3,2,3,3,5,4,16,1,3
2,3,4,2,4,4,3,3,4,5,4,5,4,2,1,2,3,3,3,3,1,5,2,4,1,4,1,3,3,3,5,3,4,3,2,2,5,4,5,4,4,3,3,1,3,2,5,4,5,3,15,1,3
4,4,2,2,4,3,5,4,4,3,5,1,5,1,2,2,2,5,4,3,3,3,4,4,3,2,2,4,4,2,4,2,5,2,2,3,4,2,2,4,5,2,5,1,5,1,5,5,4,5,16,0,11
5,1,5,1,5,1,5,1,5,3,4,3,4,4,3,3,4,3,3,3,1,5,3,5,1,5,1,5,4,5,3,4,4,2,1,2,4,3,4,3,5,2,5,2,5,1,4,3,2,5,14,0,3
